log_id,employee_id,base,crew_type,month,total_duty_hrs,monthly_hour_cap,utilization_pct,n_pairings_flown,rest_violations,max_consecutive_days,redye_pairing_pct,fatigue_risk_score,called_out
90621,10118,ORD,Flight Attendant,2024-03,69.1,90,76.8,13,0,7,16.8,46.0,False
90622,10118,ORD,Flight Attendant,2024-04,69.1,90,76.8,11,0,6,11.5,38.5,False
90623,10118,ORD,Flight Attendant,2024-05,82.6,90,91.8,23,0,4,10.1,55.3,False
90624,10118,ORD,Flight Attendant,2024-06,94.5,90,105.0,19,1,4,3.9,63.7,False
90625,10120,ORD,Flight Attendant,2024-01,40.7,90,45.2,10,0,4,19.1,25.8,True
90626,10120,ORD,Flight Attendant,2024-02,75.1,90,83.4,19,0,6,5.6,36.3,False
90627,10120,ORD,Flight Attendant,2024-03,70.3,90,78.1,18,0,4,3.0,40.6,False
90628,10120,ORD,Flight Attendant,2024-04,94.5,90,105.0,16,2,6,8.2,83.7,False
90629,10120,ORD,Flight Attendant,2024-05,45.5,90,50.6,13,0,6,24.5,27.0,True
90630,10120,ORD,Flight Attendant,2024-06,94.5,90,105.0,23,2,4,17.9,82.0,True
90631,10122,ORD,Flight Attendant,2024-01,85.9,90,95.4,18,1,7,1.8,61.1,True
90632,10122,ORD,Flight Attendant,2024-02,94.5,90,105.0,23,0,6,14.2,56.9,False
90633,10122,ORD,Flight Attendant,2024-03,69.9,90,77.7,12,0,5,2.5,38.1,True
90634,10122,ORD,Flight Attendant,2024-04,58.2,90,64.7,11,0,7,3.5,31.7,False
90635,10122,ORD,Flight Attendant,2024-05,68.1,90,75.7,14,0,5,2.2,38.8,True
90636,10122,ORD,Flight Attendant,2024-06,94.5,90,105.0,22,0,7,24.0,59.1,False
90637,10123,ORD,Flight Attendant,2024-01,94.5,90,105.0,21,2,7,0.1,75.6,False
90638,10123,ORD,Flight Attendant,2024-02,94.5,90,105.0,23,0,4,13.8,53.6,True
90639,10123,ORD,Flight Attendant,2024-03,65.2,90,72.4,15,0,7,3.9,33.4,False
90640,10123,ORD,Flight Attendant,2024-04,73.7,90,81.9,21,0,7,20.9,46.6,False
90641,10123,ORD,Flight Attendant,2024-05,72.3,90,80.3,19,0,7,7.7,45.1,False
90642,10123,ORD,Flight Attendant,2024-06,83.5,90,92.8,13,1,4,11.3,60.2,True
90643,10124,ORD,First Officer,2024-01,88.9,100,88.9,13,2,5,21.5,72.3,False
90644,10124,ORD,First Officer,2024-02,41.5,100,41.5,9,0,6,5.3,25.8,False
90645,10124,ORD,First Officer,2024-03,67.8,100,67.8,18,0,4,17.7,38.5,False
90646,10124,ORD,First Officer,2024-04,58.1,100,58.1,10,0,6,2.6,28.9,False
90647,10124,ORD,First Officer,2024-05,72.8,100,72.8,19,0,4,5.1,40.8,True
90648,10124,ORD,First Officer,2024-06,65.2,100,65.2,12,0,4,9.7,41.6,True
90649,10125,ORD,Flight Attendant,2024-01,94.5,90,105.0,18,2,5,24.6,87.3,False
90650,10125,ORD,Flight Attendant,2024-02,94.5,90,105.0,19,1,7,11.9,67.7,False
90651,10125,ORD,Flight Attendant,2024-03,94.5,90,105.0,23,2,5,20.6,78.0,False
90652,10125,ORD,Flight Attendant,2024-04,53.7,90,59.7,11,0,4,19.9,32.3,True
90653,10125,ORD,Flight Attendant,2024-05,70.1,90,77.9,20,0,5,16.8,36.4,False
90654,10125,ORD,Flight Attendant,2024-06,87.3,90,97.0,22,2,5,7.3,73.0,True
90655,10126,ATL,Flight Attendant,2024-01,82.1,90,91.2,20,1,6,15.2,63.9,False
90656,10126,ATL,Flight Attendant,2024-02,74.2,90,82.4,16,0,7,6.8,41.7,False
90657,10126,ATL,Flight Attendant,2024-03,94.5,90,105.0,20,0,4,11.8,54.2,True
90658,10126,ATL,Flight Attendant,2024-04,41.0,90,45.6,11,0,7,2.3,20.2,False
90659,10126,ATL,Flight Attendant,2024-05,94.5,90,105.0,18,0,4,18.2,58.8,False
90660,10126,ATL,Flight Attendant,2024-06,39.0,90,43.3,11,0,6,2.2,24.9,False
90661,10127,ATL,Senior FA,2024-01,76.9,90,85.4,14,2,6,1.3,67.3,False
90662,10127,ATL,Senior FA,2024-02,61.8,90,68.7,11,0,4,17.0,43.3,False
90663,10127,ATL,Senior FA,2024-03,94.5,90,105.0,21,0,5,19.4,59.0,False
90664,10127,ATL,Senior FA,2024-04,94.5,90,105.0,23,1,7,22.7,72.1,False
90665,10127,ATL,Senior FA,2024-05,45.8,90,50.9,10,0,5,6.5,24.9,False
90666,10127,ATL,Senior FA,2024-06,94.5,90,105.0,15,0,4,1.1,50.2,False
90667,10128,ATL,Captain,2024-01,79.4,100,79.4,12,0,6,16.1,43.8,False
90668,10128,ATL,Captain,2024-02,68.8,100,68.8,14,0,5,9.0,32.8,False
90669,10128,ATL,Captain,2024-03,94.9,100,94.9,15,1,4,8.6,66.7,True
90670,10128,ATL,Captain,2024-04,30.4,100,30.4,8,0,4,3.2,13.4,False
90671,10128,ATL,Captain,2024-05,69.2,100,69.2,12,0,6,5.7,33.0,False
90672,10128,ATL,Captain,2024-06,105.0,100,105.0,17,2,3,8.9,79.5,False
90673,10129,ATL,Captain,2024-01,105.0,100,105.0,19,1,5,0.2,61.7,False
90674,10129,ATL,Captain,2024-02,99.9,100,99.9,15,0,3,8.3,45.8,False
90675,10129,ATL,Captain,2024-03,35.5,100,35.5,10,0,5,9.8,25.3,False
90676,10129,ATL,Captain,2024-04,44.5,100,44.5,9,0,6,14.4,26.1,False
90677,10129,ATL,Captain,2024-05,60.6,100,60.6,9,0,5,10.3,30.9,False
90678,10129,ATL,Captain,2024-06,104.3,100,104.3,18,0,5,1.0,55.3,False
90679,10130,ATL,Captain,2024-01,56.4,100,56.4,10,0,3,18.6,30.8,False
90680,10130,ATL,Captain,2024-02,50.4,100,50.4,13,0,4,19.2,32.7,True
90681,10130,ATL,Captain,2024-03,37.5,100,37.5,8,0,3,9.6,27.0,False
90682,10130,ATL,Captain,2024-04,66.1,100,66.1,15,0,5,14.1,38.1,True
90683,10130,ATL,Captain,2024-05,73.0,100,73.0,18,0,6,23.4,38.4,False
90684,10130,ATL,Captain,2024-06,89.0,100,89.0,19,0,3,7.8,40.5,True
90685,10131,ATL,Senior FA,2024-01,89.0,90,98.9,17,2,7,3.5,77.6,False
90686,10131,ATL,Senior FA,2024-02,93.2,90,103.6,18,0,4,7.4,56.6,True
90687,10131,ATL,Senior FA,2024-03,94.5,90,105.0,20,0,5,16.8,54.8,False
90688,10131,ATL,Senior FA,2024-04,77.9,90,86.6,22,2,5,0.1,67.2,False
90689,10131,ATL,Senior FA,2024-05,72.5,90,80.6,11,0,7,22.2,48.3,False
90690,10131,ATL,Senior FA,2024-06,89.0,90,98.9,15,1,6,8.9,63.3,False
90691,10132,ATL,Senior FA,2024-01,94.5,90,105.0,19,1,6,8.0,67.2,True
90692,10132,ATL,Senior FA,2024-02,69.9,90,77.7,11,0,5,2.8,37.9,False
90693,10132,ATL,Senior FA,2024-03,49.4,90,54.9,12,0,6,19.8,35.2,False
90694,10132,ATL,Senior FA,2024-04,80.8,90,89.8,15,2,6,2.3,69.2,False
90695,10132,ATL,Senior FA,2024-05,82.5,90,91.7,17,0,6,0.6,46.5,False
90696,10132,ATL,Senior FA,2024-06,86.0,90,95.6,17,0,6,7.0,46.0,False
90697,10133,ATL,Senior FA,2024-01,53.9,90,59.9,11,0,4,0.4,33.5,False
90698,10133,ATL,Senior FA,2024-02,94.5,90,105.0,21,0,6,0.6,47.3,False
90699,10133,ATL,Senior FA,2024-03,94.5,90,105.0,22,2,7,18.2,80.8,True
90700,10133,ATL,Senior FA,2024-04,57.7,90,64.1,13,0,5,14.4,35.4,True
90701,10133,ATL,Senior FA,2024-05,76.0,90,84.4,16,0,6,5.1,42.4,False
90702,10133,ATL,Senior FA,2024-06,74.4,90,82.7,13,0,4,18.6,41.4,False
90703,10134,ATL,First Officer,2024-01,60.1,100,60.1,12,0,3,6.7,40.6,False
90704,10134,ATL,First Officer,2024-02,94.4,100,94.4,15,1,6,16.2,62.4,False
90705,10134,ATL,First Officer,2024-03,64.3,100,64.3,10,0,6,20.0,30.4,False
90706,10134,ATL,First Officer,2024-04,99.3,100,99.3,18,0,3,18.4,62.0,False
90707,10134,ATL,First Officer,2024-05,90.2,100,90.2,13,2,5,1.9,69.5,False
90708,10134,ATL,First Officer,2024-06,74.4,100,74.4,12,0,4,14.1,37.3,False
90709,10135,ATL,Flight Attendant,2024-01,51.5,90,57.2,10,0,7,11.2,32.0,False
90710,10135,ATL,Flight Attendant,2024-02,94.5,90,105.0,21,1,7,7.9,71.4,False
90711,10135,ATL,Flight Attendant,2024-03,94.5,90,105.0,20,0,5,15.2,59.1,False
90712,10135,ATL,Flight Attendant,2024-04,94.5,90,105.0,16,0,6,13.3,57.4,False
90713,10135,ATL,Flight Attendant,2024-05,79.3,90,88.1,17,2,5,20.9,71.1,False
90714,10135,ATL,Flight Attendant,2024-06,94.5,90,105.0,22,2,6,18.0,78.6,False
90715,10136,ATL,Captain,2024-01,36.1,100,36.1,8,0,4,4.6,19.9,False
90716,10136,ATL,Captain,2024-02,29.1,100,29.1,8,0,4,22.2,22.8,False
90717,10136,ATL,Captain,2024-03,32.0,100,32.0,8,0,6,14.0,24.4,False
90718,10136,ATL,Captain,2024-04,42.4,100,42.4,8,0,4,5.9,20.9,False
90719,10136,ATL,Captain,2024-05,49.7,100,49.7,10,0,3,18.5,32.8,True
90720,10136,ATL,Captain,2024-06,82.6,100,82.6,12,0,6,3.6,43.6,False
90721,10137,ATL,Senior FA,2024-01,77.4,90,86.0,13,1,7,11.3,58.3,False
90722,10137,ATL,Senior FA,2024-02,94.5,90,105.0,23,2,4,12.8,80.4,True
90723,10137,ATL,Senior FA,2024-03,46.5,90,51.7,13,0,7,19.1,31.8,False
90724,10137,ATL,Senior FA,2024-04,94.5,90,105.0,21,1,7,1.4,67.3,False
90725,10137,ATL,Senior FA,2024-05,66.8,90,74.2,16,0,7,16.0,39.3,False
90726,10137,ATL,Senior FA,2024-06,94.5,90,105.0,20,2,4,16.0,81.8,False
90727,10143,ATL,First Officer,2024-01,49.4,100,49.4,9,0,4,9.4,24.4,False
90728,10143,ATL,First Officer,2024-02,69.7,100,69.7,19,0,5,16.7,35.3,False
90729,10143,ATL,First Officer,2024-03,65.1,100,65.1,11,0,4,5.5,33.1,True
90730,10143,ATL,First Officer,2024-04,68.5,100,68.5,12,0,6,12.3,34.5,False
90731,10143,ATL,First Officer,2024-05,78.4,100,78.4,18,0,4,23.8,48.3,False
90732,10143,ATL,First Officer,2024-06,50.0,100,50.0,13,0,4,17.3,34.2,True
90733,10144,ATL,Flight Attendant,2024-01,86.2,90,95.8,15,1,5,15.7,63.1,False
90734,10144,ATL,Flight Attendant,2024-02,90.3,90,100.3,17,1,6,11.6,62.6,False
90735,10144,ATL,Flight Attendant,2024-03,79.9,90,88.8,15,1,7,13.6,58.6,False
90736,10144,ATL,Flight Attendant,2024-04,94.5,90,105.0,21,2,7,6.2,81.8,False
90737,10144,ATL,Flight Attendant,2024-05,94.5,90,105.0,16,1,7,12.2,66.6,False
90738,10144,ATL,Flight Attendant,2024-06,80.9,90,89.9,23,1,7,23.5,61.2,False
90739,10145,ATL,Flight Attendant,2024-01,94.5,90,105.0,21,1,5,22.0,66.9,False
90740,10145,ATL,Flight Attendant,2024-02,94.5,90,105.0,23,2,4,3.2,78.6,True
90741,10145,ATL,Flight Attendant,2024-03,76.1,90,84.6,11,0,5,13.3,43.1,False
90742,10145,ATL,Flight Attendant,2024-04,60.1,90,66.8,10,0,4,23.2,37.6,False
90743,10145,ATL,Flight Attendant,2024-05,94.5,90,105.0,14,0,5,3.2,50.8,False
90744,10145,ATL,Flight Attendant,2024-06,45.3,90,50.3,10,0,4,11.4,26.3,False
90745,10147,ATL,Flight Attendant,2024-01,79.1,90,87.9,14,0,4,15.4,47.6,True
90746,10147,ATL,Flight Attendant,2024-02,74.4,90,82.7,21,0,7,23.2,48.7,False
90747,10147,ATL,Flight Attendant,2024-03,63.6,90,70.7,10,0,4,18.6,47.0,False
90748,10147,ATL,Flight Attendant,2024-04,51.1,90,56.8,11,0,6,3.3,29.2,False
90749,10147,ATL,Flight Attendant,2024-05,70.6,90,78.4,16,0,5,5.6,41.8,True
90750,10147,ATL,Flight Attendant,2024-06,55.8,90,62.0,12,0,4,13.9,34.8,False
90751,10148,ATL,Senior FA,2024-01,83.0,90,92.2,23,0,6,20.2,50.6,True
90752,10148,ATL,Senior FA,2024-02,76.4,90,84.9,16,0,7,15.0,43.3,True
90753,10148,ATL,Senior FA,2024-03,94.5,90,105.0,19,2,7,1.8,83.1,False
90754,10148,ATL,Senior FA,2024-04,55.3,90,61.4,14,0,4,5.7,38.1,False
90755,10148,ATL,Senior FA,2024-05,94.5,90,105.0,21,1,4,12.4,69.6,True
90756,10148,ATL,Senior FA,2024-06,70.5,90,78.3,18,0,4,18.6,40.7,False
90757,10150,ATL,Flight Attendant,2024-01,94.5,90,105.0,21,1,7,10.5,64.4,False
90758,10150,ATL,Flight Attendant,2024-02,94.5,90,105.0,16,2,4,8.5,80.4,False
90759,10150,ATL,Flight Attendant,2024-03,94.5,90,105.0,20,0,5,3.7,53.6,False
90760,10150,ATL,Flight Attendant,2024-04,85.6,90,95.1,15,2,7,5.1,75.1,True
90761,10150,ATL,Flight Attendant,2024-05,55.1,90,61.2,12,0,7,24.4,33.0,False
90762,10150,ATL,Flight Attendant,2024-06,94.5,90,105.0,23,1,6,9.5,68.1,True
90763,10151,ATL,Flight Attendant,2024-01,94.5,90,105.0,23,1,4,17.5,71.0,False
90764,10151,ATL,Flight Attendant,2024-02,91.7,90,101.9,14,2,5,9.5,78.3,False
90765,10151,ATL,Flight Attendant,2024-03,90.9,90,101.0,13,0,4,10.4,53.3,False
90766,10151,ATL,Flight Attendant,2024-04,37.4,90,41.6,10,0,5,13.2,23.8,False
90767,10151,ATL,Flight Attendant,2024-05,81.8,90,90.9,22,1,5,17.5,57.5,False
90768,10151,ATL,Flight Attendant,2024-06,94.5,90,105.0,19,2,6,8.9,80.3,False
90769,10152,ATL,Flight Attendant,2024-01,70.3,90,78.1,11,0,6,0.3,41.8,False
90770,10152,ATL,Flight Attendant,2024-02,56.2,90,62.4,10,0,5,5.2,31.8,False
90771,10152,ATL,Flight Attendant,2024-03,46.6,90,51.8,12,0,7,3.1,30.8,False
90772,10152,ATL,Flight Attendant,2024-04,37.1,90,41.2,10,0,4,9.3,18.7,False
90773,10152,ATL,Flight Attendant,2024-05,94.5,90,105.0,16,1,7,19.9,69.4,False
90774,10152,ATL,Flight Attendant,2024-06,94.5,90,105.0,18,0,6,3.9,54.4,False
90775,10153,ATL,Flight Attendant,2024-01,94.5,90,105.0,15,1,5,22.5,73.8,False
90776,10153,ATL,Flight Attendant,2024-02,94.5,90,105.0,23,2,6,12.2,84.6,False
90777,10153,ATL,Flight Attendant,2024-03,83.3,90,92.6,22,1,5,8.8,60.9,True
90778,10153,ATL,Flight Attendant,2024-04,65.1,90,72.3,11,0,4,7.0,35.0,False
90779,10153,ATL,Flight Attendant,2024-05,59.5,90,66.1,13,0,5,7.4,25.6,False
90780,10153,ATL,Flight Attendant,2024-06,54.3,90,60.3,15,0,7,0.9,32.1,True
90781,10154,ATL,Captain,2024-01,73.1,100,73.1,12,0,3,20.8,50.6,True
90782,10154,ATL,Captain,2024-02,105.0,100,105.0,18,2,3,13.6,80.0,False
90783,10154,ATL,Captain,2024-03,43.6,100,43.6,9,0,5,7.6,24.6,False
90784,10154,ATL,Captain,2024-04,50.5,100,50.5,8,0,6,6.9,29.2,False
90785,10154,ATL,Captain,2024-05,73.4,100,73.4,19,0,3,24.3,39.0,False
90786,10154,ATL,Captain,2024-06,51.4,100,51.4,13,0,3,3.1,21.0,False
90787,10155,ATL,Flight Attendant,2024-01,76.8,90,85.3,14,2,5,15.8,67.0,True
90788,10155,ATL,Flight Attendant,2024-02,91.7,90,101.9,22,1,6,8.3,64.2,False
90789,10155,ATL,Flight Attendant,2024-03,94.5,90,105.0,22,2,7,17.6,82.6,False
90790,10155,ATL,Flight Attendant,2024-04,75.5,90,83.9,16,0,4,20.4,47.4,False
90791,10155,ATL,Flight Attendant,2024-05,46.8,90,52.0,11,0,4,2.5,27.5,False
90792,10155,ATL,Flight Attendant,2024-06,80.1,90,89.0,14,2,6,13.8,71.8,False
90793,10156,ATL,Flight Attendant,2024-01,38.9,90,43.2,11,0,5,9.1,25.0,False
90794,10156,ATL,Flight Attendant,2024-02,94.5,90,105.0,20,2,5,9.8,79.5,False
90795,10156,ATL,Flight Attendant,2024-03,80.6,90,89.6,15,1,7,25.0,62.5,False
90796,10156,ATL,Flight Attendant,2024-04,80.6,90,89.6,19,1,6,21.9,61.1,False
90797,10156,ATL,Flight Attendant,2024-05,64.1,90,71.2,12,0,7,11.1,39.9,False
90798,10156,ATL,Flight Attendant,2024-06,75.2,90,83.6,13,0,5,10.1,40.5,False
90799,10157,ATL,Senior FA,2024-01,39.4,90,43.8,11,0,5,9.7,25.6,False
90800,10157,ATL,Senior FA,2024-02,87.1,90,96.8,14,1,7,1.1,60.5,True
90801,10157,ATL,Senior FA,2024-03,71.4,90,79.3,20,0,7,4.3,42.3,False
90802,10157,ATL,Senior FA,2024-04,94.5,90,105.0,17,1,6,11.7,65.8,False
90803,10157,ATL,Senior FA,2024-05,72.6,90,80.7,19,0,4,20.8,45.1,False
90804,10157,ATL,Senior FA,2024-06,94.5,90,105.0,21,0,5,15.6,55.0,False
90805,10158,ATL,Senior FA,2024-01,67.2,90,74.7,10,0,4,12.8,42.9,False
90806,10158,ATL,Senior FA,2024-02,94.5,90,105.0,20,2,7,10.1,78.7,False
90807,10158,ATL,Senior FA,2024-03,90.1,90,100.1,15,0,4,21.0,55.1,False
90808,10158,ATL,Senior FA,2024-04,64.0,90,71.1,17,0,7,5.2,33.8,False
90809,10158,ATL,Senior FA,2024-05,94.5,90,105.0,23,1,6,1.9,67.3,True
90810,10158,ATL,Senior FA,2024-06,94.5,90,105.0,18,2,6,20.8,83.6,False
90811,10159,ATL,First Officer,2024-01,45.0,100,45.0,12,0,4,11.6,30.5,False
90812,10159,ATL,First Officer,2024-02,56.0,100,56.0,8,0,4,7.5,32.4,False
90813,10159,ATL,First Officer,2024-03,54.7,100,54.7,10,0,5,5.2,36.0,False
90814,10159,ATL,First Officer,2024-04,52.2,100,52.2,12,0,6,6.0,26.6,False
90815,10159,ATL,First Officer,2024-05,71.6,100,71.6,12,0,4,12.8,43.8,True
90816,10159,ATL,First Officer,2024-06,69.7,100,69.7,15,0,4,21.6,42.0,False
90817,10160,ATL,Flight Attendant,2024-01,80.4,90,89.3,12,1,7,15.6,61.0,False
90818,10160,ATL,Flight Attendant,2024-02,77.7,90,86.3,21,2,5,8.1,66.4,False
90819,10160,ATL,Flight Attendant,2024-03,86.7,90,96.3,17,0,4,24.3,51.7,False
90820,10160,ATL,Flight Attendant,2024-04,94.5,90,105.0,22,2,5,12.2,81.8,False
90821,10160,ATL,Flight Attendant,2024-05,87.9,90,97.7,20,1,4,22.2,71.2,False
90822,10160,ATL,Flight Attendant,2024-06,82.2,90,91.3,18,1,6,16.4,62.4,False
90823,10162,ATL,Flight Attendant,2024-01,60.4,90,67.1,14,0,6,3.2,33.1,False
90824,10162,ATL,Flight Attendant,2024-02,69.1,90,76.8,13,0,7,17.7,43.2,False
90825,10162,ATL,Flight Attendant,2024-03,85.5,90,95.0,13,0,4,12.4,53.7,False
90826,10162,ATL,Flight Attendant,2024-04,67.8,90,75.3,10,0,6,15.5,41.1,True
90827,10162,ATL,Flight Attendant,2024-05,83.5,90,92.8,12,0,6,20.2,54.3,False
90828,10162,ATL,Flight Attendant,2024-06,78.4,90,87.1,13,1,6,17.3,62.5,False
90829,10163,ATL,Flight Attendant,2024-01,94.5,90,105.0,18,2,4,7.2,81.7,True
90830,10163,ATL,Flight Attendant,2024-02,50.7,90,56.3,11,0,4,20.2,28.5,False
90831,10163,ATL,Flight Attendant,2024-03,72.9,90,81.0,15,0,7,8.9,44.8,False
90832,10163,ATL,Flight Attendant,2024-04,63.0,90,70.0,18,0,4,22.0,40.2,False
90833,10163,ATL,Flight Attendant,2024-05,68.7,90,76.3,11,0,6,12.3,37.4,False
90834,10163,ATL,Flight Attendant,2024-06,94.5,90,105.0,20,2,7,9.0,76.1,False
90835,10164,ATL,Flight Attendant,2024-01,94.5,90,105.0,18,2,6,21.9,81.1,False
90836,10164,ATL,Flight Attendant,2024-02,94.5,90,105.0,21,0,7,23.3,59.4,False
90837,10164,ATL,Flight Attendant,2024-03,83.0,90,92.2,23,0,4,12.7,51.9,False
90838,10164,ATL,Flight Attendant,2024-04,94.5,90,105.0,22,1,7,21.6,70.7,False
90839,10164,ATL,Flight Attendant,2024-05,94.5,90,105.0,15,1,5,14.2,75.1,False
90840,10164,ATL,Flight Attendant,2024-06,79.6,90,88.4,18,0,6,0.9,42.9,False
90841,10165,ATL,Senior FA,2024-01,94.5,90,105.0,21,2,6,15.2,86.9,False
90842,10165,ATL,Senior FA,2024-02,50.5,90,56.1,11,0,7,19.2,29.7,False
90843,10165,ATL,Senior FA,2024-03,38.9,90,43.2,11,0,7,8.7,23.2,False
90844,10165,ATL,Senior FA,2024-04,94.5,90,105.0,20,2,5,24.9,80.8,False
90845,10165,ATL,Senior FA,2024-05,94.5,90,105.0,17,0,6,20.0,59.8,False
90846,10165,ATL,Senior FA,2024-06,60.2,90,66.9,13,0,4,17.5,38.2,True
90847,10166,ATL,Flight Attendant,2024-01,94.5,90,105.0,18,2,5,0.8,77.6,False
90848,10166,ATL,Flight Attendant,2024-02,94.5,90,105.0,22,1,4,17.4,67.9,False
90849,10166,ATL,Flight Attendant,2024-03,94.5,90,105.0,22,1,5,22.5,67.9,False
90850,10166,ATL,Flight Attendant,2024-04,74.5,90,82.8,21,0,5,15.9,47.9,False
90851,10166,ATL,Flight Attendant,2024-05,94.5,90,105.0,19,0,4,3.0,57.1,False
90852,10166,ATL,Flight Attendant,2024-06,94.5,90,105.0,23,2,7,2.5,74.0,False
90853,10168,ATL,Senior FA,2024-01,58.0,90,64.4,10,0,7,15.3,33.5,True
90854,10168,ATL,Senior FA,2024-02,62.3,90,69.2,11,0,4,8.3,37.0,True
90855,10168,ATL,Senior FA,2024-03,77.3,90,85.9,13,2,7,1.5,67.9,False
90856,10168,ATL,Senior FA,2024-04,56.4,90,62.7,13,0,5,24.0,37.1,False
90857,10168,ATL,Senior FA,2024-05,91.9,90,102.1,16,1,6,22.4,70.6,False
90858,10168,ATL,Senior FA,2024-06,45.9,90,51.0,10,0,5,23.1,33.2,True
90859,10169,ATL,Flight Attendant,2024-01,94.5,90,105.0,20,2,6,9.5,80.5,False
90860,10169,ATL,Flight Attendant,2024-02,94.5,90,105.0,18,0,6,13.1,59.0,False
90861,10169,ATL,Flight Attendant,2024-03,94.5,90,105.0,20,0,6,18.2,55.8,False
90862,10169,ATL,Flight Attendant,2024-04,94.5,90,105.0,18,2,5,6.9,76.8,False
90863,10169,ATL,Flight Attendant,2024-05,62.0,90,68.9,11,0,7,19.6,34.9,False
90864,10169,ATL,Flight Attendant,2024-06,56.6,90,62.9,16,0,7,3.7,35.2,False
90865,10170,ATL,Captain,2024-01,84.2,100,84.2,16,0,3,22.9,42.1,True
90866,10170,ATL,Captain,2024-02,51.7,100,51.7,9,0,3,11.8,27.1,False
90867,10170,ATL,Captain,2024-03,45.5,100,45.5,12,0,5,19.1,26.8,False
90868,10170,ATL,Captain,2024-04,78.0,100,78.0,12,0,3,0.8,39.2,False
90869,10170,ATL,Captain,2024-05,48.5,100,48.5,9,0,3,9.8,27.8,False
90870,10170,ATL,Captain,2024-06,49.8,100,49.8,10,0,6,19.0,27.1,False
90871,10171,ATL,Flight Attendant,2024-01,87.7,90,97.4,22,2,7,9.6,74.2,False
90872,10171,ATL,Flight Attendant,2024-02,50.9,90,56.6,12,0,7,15.9,37.8,False
90873,10171,ATL,Flight Attendant,2024-03,67.2,90,74.7,19,0,6,13.2,40.8,False
90874,10171,ATL,Flight Attendant,2024-04,63.1,90,70.1,16,0,6,3.4,35.2,False
90875,10171,ATL,Flight Attendant,2024-05,92.8,90,103.1,17,0,7,1.0,57.6,True
90876,10171,ATL,Flight Attendant,2024-06,84.5,90,93.9,14,2,6,3.0,70.0,True
90877,10172,ATL,Captain,2024-01,53.4,100,53.4,13,0,6,13.2,29.0,False
90878,10172,ATL,Captain,2024-02,44.9,100,44.9,8,0,5,5.1,23.1,False
90879,10172,ATL,Captain,2024-03,68.6,100,68.6,11,0,3,8.2,35.0,False
90880,10172,ATL,Captain,2024-04,82.9,100,82.9,19,0,4,4.7,43.7,False
90881,10172,ATL,Captain,2024-05,104.5,100,104.5,19,2,3,22.9,78.1,False
90882,10172,ATL,Captain,2024-06,105.0,100,105.0,18,0,6,3.7,51.7,True
90883,10173,ATL,Flight Attendant,2024-01,71.0,90,78.9,20,0,7,19.6,49.2,False
90884,10173,ATL,Flight Attendant,2024-02,62.5,90,69.4,13,0,4,2.1,42.6,False
90885,10173,ATL,Flight Attendant,2024-03,94.5,90,105.0,15,1,4,7.5,67.7,True
90886,10173,ATL,Flight Attendant,2024-04,75.9,90,84.3,16,0,4,8.9,44.5,False
90887,10173,ATL,Flight Attendant,2024-05,94.5,90,105.0,17,0,5,2.9,59.1,True
90888,10173,ATL,Flight Attendant,2024-06,66.0,90,73.3,10,0,6,15.8,43.1,True
90889,10175,ATL,Flight Attendant,2024-01,46.7,90,51.9,13,0,6,16.6,31.3,False
90890,10175,ATL,Flight Attendant,2024-02,94.5,90,105.0,18,1,6,19.6,70.3,False
90891,10175,ATL,Flight Attendant,2024-03,90.5,90,100.6,19,1,5,3.6,62.7,False
90892,10175,ATL,Flight Attendant,2024-04,88.9,90,98.8,13,0,5,14.6,51.5,False
90893,10175,ATL,Flight Attendant,2024-05,68.1,90,75.7,18,0,6,23.8,44.7,False
90894,10175,ATL,Flight Attendant,2024-06,94.5,90,105.0,17,0,5,1.3,52.7,False
90895,10176,ATL,Flight Attendant,2024-01,59.4,90,66.0,15,0,7,4.3,34.8,True
90896,10176,ATL,Flight Attendant,2024-02,94.5,90,105.0,19,0,4,1.6,53.3,True
90897,10176,ATL,Flight Attendant,2024-03,73.6,90,81.8,11,0,4,21.1,49.4,False
90898,10176,ATL,Flight Attendant,2024-04,83.3,90,92.6,14,0,7,20.3,48.8,False
90899,10176,ATL,Flight Attendant,2024-05,42.2,90,46.9,12,0,6,3.3,20.0,False
90900,10176,ATL,Flight Attendant,2024-06,94.5,90,105.0,21,1,6,9.7,66.1,False
90901,10177,ATL,Flight Attendant,2024-01,74.9,90,83.2,20,0,7,24.0,46.3,False
90902,10177,ATL,Flight Attendant,2024-02,60.0,90,66.7,17,0,4,6.9,33.6,False
90903,10177,ATL,Flight Attendant,2024-03,71.8,90,79.8,15,0,7,18.6,45.9,False
90904,10177,ATL,Flight Attendant,2024-04,66.5,90,73.9,11,0,4,5.6,38.0,False
90905,10177,ATL,Flight Attendant,2024-05,94.5,90,105.0,19,2,4,3.9,75.6,False
90906,10177,ATL,Flight Attendant,2024-06,85.7,90,95.2,13,2,5,2.9,76.5,True
90907,10178,ATL,Flight Attendant,2024-01,94.5,90,105.0,21,1,6,8.7,68.0,False
90908,10178,ATL,Flight Attendant,2024-02,59.3,90,65.9,16,0,4,8.1,32.2,True
90909,10178,ATL,Flight Attendant,2024-03,43.2,90,48.0,11,0,7,12.6,26.8,False
90910,10178,ATL,Flight Attendant,2024-04,42.2,90,46.9,10,0,5,7.8,27.2,False
90911,10178,ATL,Flight Attendant,2024-05,65.9,90,73.2,13,0,6,22.5,45.4,False
