pairing_id,departure_date,departure_time,arrival_time,origin,destination,aircraft_type,flight_duration_hrs,pairing_type,pilots_required,fas_required,assigned_pilot_id,assigned_fa_id,is_deadhead,base
50477,2024-05-16,2024-05-16 14:15,2024-05-16 19:26,DFW,AUS,B757,5.2,Turn,2,3,10291,10300,False,DFW
50478,2024-06-13,2024-06-13 14:45,2024-06-13 15:47,ATL,CHS,B787,1.04,Turn,2,4,10180,10171,False,ATL
50479,2024-06-26,2024-06-26 10:00,2024-06-26 11:48,ORD,MSP,B737,1.8,Turn,2,2,10111,10075,False,ORD
50480,2024-04-09,2024-04-09 20:45,2024-04-09 22:48,DFW,LBB,B737,2.05,Turn,2,2,10297,10335,True,DFW
50481,2024-01-20,2024-01-20 09:30,2024-01-20 11:32,DFW,SAT,A320,2.04,Multi-day,2,2,10262,10315,False,DFW
50482,2024-05-23,2024-05-23 20:00,2024-05-23 23:41,LAX,PHX,A320,3.69,Turn,2,2,10428,10423,False,LAX
50483,2024-05-24,2024-05-24 07:45,2024-05-24 10:44,ATL,RDU,B737,3.0,Turn,2,2,10221,10225,False,ATL
50484,2024-02-27,2024-02-27 05:45,2024-02-27 08:52,JFK,ROC,B787,3.13,Turn,2,4,10462,10488,False,JFK
50485,2024-04-10,2024-04-10 12:45,2024-04-10 17:15,ATL,CHS,B757,4.51,Turn,2,3,10201,10155,False,ATL
50486,2024-06-08,2024-06-08 11:45,2024-06-08 15:48,LAX,LAS,B737,4.06,Multi-day,2,2,10370,10405,False,LAX
50487,2024-03-21,2024-03-21 10:15,2024-03-21 14:27,ORD,DTW,B737,4.21,Overnight,2,2,10084,10070,False,ORD
50488,2024-06-21,2024-06-21 14:30,2024-06-21 15:44,DFW,SAT,A320,1.24,Turn,2,2,10291,10335,False,DFW
50489,2024-05-11,2024-05-11 16:45,2024-05-11 22:00,LAX,SMF,B757,5.25,Multi-day,2,3,10417,10360,False,LAX
50490,2024-05-02,2024-05-02 19:45,2024-05-02 21:23,ATL,CLT,A320,1.65,Multi-day,2,2,10130,10175,False,ATL
50491,2024-03-28,2024-03-28 07:30,2024-03-28 12:00,LAX,SFO,A320,4.52,Turn,2,2,10394,10414,False,LAX
50492,2024-02-12,2024-02-12 06:00,2024-02-12 11:04,JFK,BOS,A320,5.08,Multi-day,2,2,10444,10469,False,JFK
50493,2024-01-05,2024-01-05 14:30,2024-01-05 16:33,DFW,AUS,B737,2.06,Multi-day,2,2,10253,10258,True,DFW
50494,2024-04-24,2024-04-24 22:45,2024-04-25 02:28,ORD,CLE,A320,3.72,Turn,2,2,10098,10073,False,ORD
50495,2024-02-08,2024-02-08 14:15,2024-02-08 16:30,ORD,MKE,A320,2.25,Turn,2,2,10034,10062,False,ORD
50496,2024-03-24,2024-03-24 16:45,2024-03-24 18:23,LAX,SFO,A320,1.65,Multi-day,2,2,10411,10422,False,LAX
50497,2024-01-23,2024-01-23 15:30,2024-01-23 20:10,ATL,RDU,B737,4.68,Red-eye,2,2,10201,10166,False,ATL
50498,2024-02-17,2024-02-17 13:45,2024-02-17 18:33,ATL,CHS,B737,4.81,Turn,2,2,10223,10189,True,ATL
50499,2024-03-01,2024-03-01 11:30,2024-03-01 16:04,ATL,MCO,A321,4.58,Multi-day,2,3,10134,10173,False,ATL
50500,2024-01-22,2024-01-22 07:45,2024-01-22 11:39,ATL,CHS,A320,3.9,Overnight,2,2,10170,10215,False,ATL
50501,2024-01-14,2024-01-14 20:45,2024-01-14 22:33,ATL,MIA,B737,1.81,Overnight,2,2,10242,10210,False,ATL
50502,2024-06-22,2024-06-22 08:30,2024-06-22 12:34,LAX,BUR,A321,4.07,Red-eye,2,3,10412,10379,False,LAX
50503,2024-05-25,2024-05-25 09:30,2024-05-25 12:52,ORD,MSP,A321,3.37,Turn,2,3,10098,10055,False,ORD
50504,2024-05-26,2024-05-26 07:45,2024-05-26 10:29,JFK,BWI,A321,2.75,Turn,2,3,10463,10494,False,JFK
50505,2024-06-18,2024-06-18 06:30,2024-06-18 09:06,ORD,MSP,B757,2.61,Overnight,2,3,10014,10021,False,ORD
50506,2024-05-13,2024-05-13 07:00,2024-05-13 09:02,LAX,BUR,B737,2.05,Overnight,2,2,10353,10401,False,LAX
50507,2024-01-18,2024-01-18 08:15,2024-01-18 12:01,JFK,BDL,B737,3.77,Overnight,2,2,10442,10485,True,JFK
50508,2024-02-27,2024-02-27 15:00,2024-02-27 17:13,JFK,BOS,A320,2.22,Turn,2,2,10444,10445,False,JFK
50509,2024-03-07,2024-03-07 20:00,2024-03-07 21:06,JFK,ALB,A321,1.11,Red-eye,2,3,10491,10459,False,JFK
50510,2024-02-26,2024-02-26 11:45,2024-02-26 14:08,ORD,DTW,A320,2.39,Overnight,2,2,10029,10012,False,ORD
50511,2024-01-25,2024-01-25 11:30,2024-01-25 13:57,ORD,CMH,B757,2.46,Overnight,2,3,10068,10038,False,ORD
50512,2024-02-12,2024-02-12 13:00,2024-02-12 15:38,JFK,ROC,A320,2.64,Turn,2,2,10448,10488,False,JFK
50513,2024-06-10,2024-06-10 09:15,2024-06-10 12:44,ATL,CLT,B737,3.5,Overnight,2,2,10128,10188,False,ATL
50514,2024-05-14,2024-05-14 12:45,2024-05-14 18:03,LAX,ONT,B737,5.31,Turn,2,2,10429,10354,False,LAX
50515,2024-02-21,2024-02-21 21:45,2024-02-22 01:14,JFK,BOS,A320,3.49,Overnight,2,2,10498,10445,False,JFK
50516,2024-02-26,2024-02-26 07:15,2024-02-26 09:44,ORD,IND,B737,2.49,Overnight,2,2,10043,10118,False,ORD
50517,2024-02-20,2024-02-20 10:15,2024-02-20 13:28,LAX,LAS,B757,3.22,Red-eye,2,3,10396,10440,True,LAX
50518,2024-03-05,2024-03-05 14:30,2024-03-05 17:50,ATL,CLT,B767,3.33,Overnight,2,4,10205,10156,False,ATL
50519,2024-05-07,2024-05-07 11:15,2024-05-07 12:25,ORD,CMH,A320,1.17,Overnight,2,2,10112,10082,False,ORD
50520,2024-02-04,2024-02-04 21:15,2024-02-04 22:21,LAX,LAS,A321,1.1,Turn,2,3,10370,10426,False,LAX
50521,2024-04-17,2024-04-17 21:45,2024-04-18 00:02,ATL,CLT,B757,2.3,Turn,2,3,10172,10188,False,ATL
50522,2024-06-14,2024-06-14 14:30,2024-06-14 17:33,ATL,CHS,A320,3.06,Turn,2,2,10184,10144,False,ATL
50523,2024-06-09,2024-06-09 07:30,2024-06-09 09:05,DFW,SAT,B767,1.6,Multi-day,2,4,10297,10280,False,DFW
50524,2024-05-08,2024-05-08 06:30,2024-05-08 10:07,LAX,SMF,A320,3.62,Turn,2,2,10416,10386,False,LAX
50525,2024-01-18,2024-01-18 07:15,2024-01-18 09:00,LAX,PHX,B757,1.76,Turn,2,3,10363,10424,False,LAX
50526,2024-01-17,2024-01-17 16:30,2024-01-17 17:58,LAX,BUR,B737,1.47,Overnight,2,2,10400,10437,False,LAX
50527,2024-05-23,2024-05-23 13:30,2024-05-23 17:41,ORD,MSP,A320,4.19,Overnight,2,2,10003,10030,False,ORD
50528,2024-02-01,2024-02-01 09:30,2024-02-01 14:36,DFW,HOU,B757,5.1,Turn,2,3,10301,10298,False,DFW
50529,2024-06-30,2024-06-30 12:15,2024-06-30 17:12,ATL,MSY,B767,4.96,Multi-day,2,4,10184,10173,False,ATL
50530,2024-04-24,2024-04-24 10:15,2024-04-24 13:43,ATL,RDU,B787,3.48,Overnight,2,4,10248,10245,False,ATL
50531,2024-05-09,2024-05-09 09:45,2024-05-09 13:32,LAX,LAS,B737,3.79,Multi-day,2,2,10363,10415,False,LAX
50532,2024-06-05,2024-06-05 09:15,2024-06-05 14:16,DFW,TUL,A321,5.02,Turn,2,3,10306,10257,False,DFW
50533,2024-02-26,2024-02-26 11:45,2024-02-26 14:48,LAX,SFO,B737,3.05,Turn,2,2,10353,10424,False,LAX
50534,2024-04-28,2024-04-28 12:15,2024-04-28 16:42,DFW,HOU,B767,4.46,Turn,2,4,10320,10323,False,DFW
50535,2024-02-15,2024-02-15 14:15,2024-02-15 19:41,LAX,SMF,B757,5.44,Overnight,2,3,10417,10354,False,LAX
50536,2024-03-30,2024-03-30 06:15,2024-03-30 07:35,ATL,CHS,A320,1.35,Turn,2,2,10219,10225,False,ATL
50537,2024-02-01,2024-02-01 07:45,2024-02-01 12:00,ORD,PIT,A321,4.26,Multi-day,2,3,10043,10091,False,ORD
50538,2024-04-02,2024-04-02 15:30,2024-04-02 20:36,ATL,BNA,A321,5.11,Turn,2,3,10238,10218,False,ATL
50539,2024-03-28,2024-03-28 14:00,2024-03-28 18:07,LAX,SJC,B737,4.12,Multi-day,2,2,10436,10409,False,LAX
50540,2024-05-07,2024-05-07 15:00,2024-05-07 17:45,DFW,TUL,A320,2.75,Turn,2,2,10281,10338,False,DFW
50541,2024-03-17,2024-03-17 20:30,2024-03-17 22:04,JFK,BWI,A321,1.57,Multi-day,2,3,10461,10481,True,JFK
50542,2024-02-29,2024-02-29 10:45,2024-02-29 15:24,ORD,CMH,A320,4.66,Overnight,2,2,10068,10041,False,ORD
50543,2024-01-19,2024-01-19 12:30,2024-01-19 15:58,DFW,TUL,A320,3.48,Turn,2,2,10343,10286,False,DFW
50544,2024-04-26,2024-04-26 19:45,2024-04-27 00:43,DFW,AUS,B737,4.97,Overnight,2,2,10282,10296,True,DFW
50545,2024-06-01,2024-06-01 07:00,2024-06-01 11:15,ORD,CLE,B767,4.25,Multi-day,2,4,10095,10039,False,ORD
50546,2024-02-23,2024-02-23 07:00,2024-02-23 10:34,ORD,PIT,B737,3.57,Turn,2,2,10098,10125,True,ORD
50547,2024-04-10,2024-04-10 11:30,2024-04-10 15:44,DFW,SAT,B737,4.24,Turn,2,2,10307,10326,False,DFW
50548,2024-06-25,2024-06-25 19:45,2024-06-25 22:06,ORD,MSP,B767,2.35,Turn,2,4,10088,10061,False,ORD
50549,2024-06-20,2024-06-20 14:45,2024-06-20 19:26,ATL,CHS,B767,4.69,Red-eye,2,4,10238,10200,False,ATL
50550,2024-04-06,2024-04-06 09:45,2024-04-06 11:29,ATL,MIA,B767,1.74,Overnight,2,4,10242,10137,False,ATL
50551,2024-01-26,2024-01-26 10:45,2024-01-26 15:38,LAX,PHX,A320,4.89,Turn,2,2,10356,10423,False,LAX
50552,2024-01-30,2024-01-30 07:45,2024-01-30 10:15,JFK,BDL,A321,2.51,Multi-day,2,3,10475,10471,True,JFK
50553,2024-06-04,2024-06-04 17:30,2024-06-04 19:10,ORD,CMH,B737,1.68,Overnight,2,2,10074,10030,False,ORD
50554,2024-03-12,2024-03-12 08:00,2024-03-12 11:09,ORD,CLE,B737,3.16,Multi-day,2,2,10033,10064,False,ORD
50555,2024-01-16,2024-01-16 21:45,2024-01-17 00:53,ATL,MIA,B767,3.14,Red-eye,2,4,10128,10166,True,ATL
50556,2024-04-28,2024-04-28 06:30,2024-04-28 10:55,DFW,SAT,A320,4.43,Multi-day,2,2,10277,10322,False,DFW
50557,2024-05-13,2024-05-13 09:45,2024-05-13 14:21,LAX,LAS,B737,4.61,Turn,2,2,10428,10388,False,LAX
50558,2024-01-28,2024-01-28 17:00,2024-01-28 18:22,ATL,TPA,A321,1.37,Turn,2,3,10249,10163,False,ATL
50559,2024-05-18,2024-05-18 07:45,2024-05-18 13:10,ORD,MKE,B737,5.42,Turn,2,2,10033,10051,False,ORD
50560,2024-06-24,2024-06-24 12:45,2024-06-24 18:13,LAX,BUR,A320,5.47,Turn,2,2,10370,10374,False,LAX
50561,2024-05-29,2024-05-29 14:15,2024-05-29 19:43,ATL,CLT,B737,5.47,Red-eye,2,2,10234,10152,False,ATL
50562,2024-04-19,2024-04-19 12:00,2024-04-19 13:39,ATL,MIA,A320,1.65,Overnight,2,2,10222,10166,False,ATL
50563,2024-04-26,2024-04-26 06:15,2024-04-26 09:44,ATL,TPA,B737,3.49,Overnight,2,2,10201,10207,False,ATL
50564,2024-04-25,2024-04-25 09:15,2024-04-25 13:19,ORD,CLE,A320,4.07,Multi-day,2,2,10003,10032,False,ORD
50565,2024-04-09,2024-04-09 15:00,2024-04-09 17:57,ATL,CHS,A320,2.97,Multi-day,2,2,10206,10199,False,ATL
50566,2024-04-07,2024-04-07 06:00,2024-04-07 10:53,ATL,BNA,A320,4.89,Turn,2,2,10227,10213,False,ATL
50567,2024-03-25,2024-03-25 10:30,2024-03-25 12:02,ORD,MSP,B787,1.54,Turn,2,4,10002,10114,False,ORD
50568,2024-05-14,2024-05-14 05:00,2024-05-14 09:58,LAX,SFO,A320,4.97,Turn,2,2,10391,10409,True,LAX
50569,2024-03-04,2024-03-04 06:45,2024-03-04 11:46,ORD,CLE,B737,5.02,Turn,2,2,10043,10061,False,ORD
50570,2024-05-20,2024-05-20 10:15,2024-05-20 13:10,LAX,BUR,B757,2.92,Multi-day,2,3,10404,10368,False,LAX
50571,2024-02-28,2024-02-28 08:30,2024-02-28 10:05,ORD,CLE,B787,1.59,Overnight,2,4,10081,10123,False,ORD
50572,2024-05-13,2024-05-13 11:00,2024-05-13 16:06,DFW,ELP,B737,5.11,Turn,2,2,10307,10299,True,DFW
50573,2024-04-21,2024-04-21 06:15,2024-04-21 11:03,ORD,DTW,B737,4.8,Red-eye,2,2,10088,10053,False,ORD
50574,2024-06-28,2024-06-28 05:45,2024-06-28 10:39,LAX,PHX,B737,4.9,Turn,2,2,10353,10376,False,LAX
50575,2024-05-14,2024-05-14 10:15,2024-05-14 11:58,JFK,ROC,B737,1.72,Multi-day,2,2,10465,10473,False,JFK
50576,2024-06-28,2024-06-28 06:30,2024-06-28 09:54,LAX,SFO,B757,3.41,Turn,2,3,10389,10374,False,LAX
50577,2024-06-28,2024-06-28 07:00,2024-06-28 09:47,JFK,ALB,B767,2.79,Multi-day,2,4,10484,10482,False,JFK
50578,2024-06-17,2024-06-17 21:00,2024-06-18 00:47,DFW,TUL,A321,3.79,Multi-day,2,3,10342,10276,False,DFW
50579,2024-06-01,2024-06-01 15:45,2024-06-01 21:00,ATL,CLT,B737,5.26,Turn,2,2,10227,10158,False,ATL
50580,2024-04-01,2024-04-01 12:30,2024-04-01 16:15,ATL,TPA,A320,3.76,Overnight,2,2,10212,10156,False,ATL
50581,2024-03-13,2024-03-13 12:30,2024-03-13 14:20,LAX,ONT,B737,1.84,Turn,2,2,10361,10422,False,LAX
50582,2024-05-09,2024-05-09 13:15,2024-05-09 15:09,ORD,IND,B737,1.91,Overnight,2,2,10015,10054,False,ORD
50583,2024-06-25,2024-06-25 09:00,2024-06-25 12:31,ORD,MSP,B737,3.53,Turn,2,2,10016,10062,False,ORD
50584,2024-05-09,2024-05-09 10:45,2024-05-09 13:37,DFW,ELP,A320,2.87,Overnight,2,2,10277,10266,False,DFW
50585,2024-03-27,2024-03-27 18:45,2024-03-27 21:56,ATL,MIA,A321,3.19,Red-eye,2,3,10195,10196,False,ATL
50586,2024-06-21,2024-06-21 11:15,2024-06-21 15:56,DFW,LBB,A321,4.69,Turn,2,3,10262,10338,False,DFW
50587,2024-05-15,2024-05-15 06:30,2024-05-15 10:57,DFW,AUS,B787,4.46,Multi-day,2,4,10292,10346,False,DFW
50588,2024-05-24,2024-05-24 06:45,2024-05-24 10:36,DFW,TUL,A320,3.86,Turn,2,2,10342,10317,False,DFW
50589,2024-04-03,2024-04-03 09:15,2024-04-03 11:42,ATL,RDU,B737,2.46,Turn,2,2,10221,10210,False,ATL
50590,2024-05-22,2024-05-22 21:45,2024-05-23 00:28,ORD,MSP,B737,2.73,Turn,2,2,10002,10063,False,ORD
50591,2024-05-29,2024-05-29 14:30,2024-05-29 17:51,JFK,ROC,B737,3.36,Overnight,2,2,10461,10482,False,JFK
50592,2024-04-03,2024-04-03 13:30,2024-04-03 17:09,DFW,TUL,B737,3.65,Turn,2,2,10255,10323,False,DFW
50593,2024-06-28,2024-06-28 16:15,2024-06-28 19:25,JFK,BWI,B737,3.18,Multi-day,2,2,10470,10494,False,JFK
50594,2024-03-28,2024-03-28 10:30,2024-03-28 15:55,ATL,RDU,A321,5.43,Turn,2,3,10203,10231,False,ATL
50595,2024-03-08,2024-03-08 12:15,2024-03-08 17:16,DFW,AUS,B737,5.03,Turn,2,2,10307,10337,False,DFW
50596,2024-01-16,2024-01-16 07:45,2024-01-16 12:21,ORD,PIT,B757,4.61,Overnight,2,3,10111,10117,False,ORD
50597,2024-05-26,2024-05-26 20:00,2024-05-26 22:43,DFW,HOU,B737,2.73,Multi-day,2,2,10307,10295,True,DFW
50598,2024-03-04,2024-03-04 08:45,2024-03-04 11:18,ORD,MKE,B737,2.56,Turn,2,2,10108,10125,False,ORD
50599,2024-05-30,2024-05-30 12:30,2024-05-30 15:48,LAX,LAS,B737,3.31,Overnight,2,2,10429,10437,False,LAX
50600,2024-03-26,2024-03-26 11:45,2024-03-26 13:37,ORD,DTW,A320,1.87,Turn,2,2,10079,10109,True,ORD
50601,2024-04-08,2024-04-08 07:15,2024-04-08 09:12,DFW,SAT,B737,1.95,Overnight,2,2,10304,10346,False,DFW
50602,2024-03-04,2024-03-04 10:15,2024-03-04 13:13,ORD,PIT,A320,2.97,Multi-day,2,2,10116,10117,False,ORD
50603,2024-02-28,2024-02-28 17:15,2024-02-28 22:13,ATL,MCO,A320,4.98,Overnight,2,2,10222,10163,False,ATL
50604,2024-01-27,2024-01-27 07:30,2024-01-27 12:45,DFW,TUL,A320,5.27,Overnight,2,2,10262,10273,False,DFW
50605,2024-01-19,2024-01-19 07:45,2024-01-19 12:05,DFW,LBB,B767,4.34,Overnight,2,4,10275,10284,False,DFW
50606,2024-05-16,2024-05-16 07:15,2024-05-16 09:06,ATL,BNA,B737,1.86,Turn,2,2,10217,10133,False,ATL
50607,2024-03-06,2024-03-06 14:15,2024-03-06 16:52,LAX,PHX,A320,2.62,Red-eye,2,2,10391,10382,False,LAX
50608,2024-06-25,2024-06-25 22:15,2024-06-26 00:08,ATL,MSY,A320,1.9,Overnight,2,2,10219,10165,False,ATL
50609,2024-02-25,2024-02-25 13:45,2024-02-25 15:01,DFW,SAT,B787,1.27,Overnight,2,4,10259,10336,False,DFW
50610,2024-05-25,2024-05-25 22:15,2024-05-26 02:59,JFK,PHL,A320,4.75,Multi-day,2,2,10461,10481,False,JFK
50611,2024-05-02,2024-05-02 09:45,2024-05-02 14:55,JFK,BOS,A320,5.17,Multi-day,2,2,10498,10474,False,JFK
50612,2024-01-15,2024-01-15 08:15,2024-01-15 09:38,ATL,BNA,B767,1.4,Turn,2,4,10159,10194,False,ATL
50613,2024-04-26,2024-04-26 08:45,2024-04-26 12:10,ORD,MKE,A320,3.42,Overnight,2,2,10033,10069,True,ORD
50614,2024-02-25,2024-02-25 21:30,2024-02-26 02:00,JFK,ALB,B757,4.5,Turn,2,3,10467,10482,False,JFK
50615,2024-06-23,2024-06-23 06:15,2024-06-23 08:08,ORD,MKE,A320,1.88,Overnight,2,2,10048,10093,False,ORD
50616,2024-06-29,2024-06-29 17:30,2024-06-29 22:30,DFW,ELP,A320,5.01,Overnight,2,2,10259,10318,False,DFW
50617,2024-05-11,2024-05-11 15:30,2024-05-11 19:16,ATL,MCO,A321,3.78,Red-eye,2,3,10212,10166,False,ATL
50618,2024-02-13,2024-02-13 19:30,2024-02-13 23:18,ORD,CLE,B767,3.81,Red-eye,2,4,10008,10047,False,ORD
50619,2024-01-04,2024-01-04 05:45,2024-01-04 09:34,ATL,MSY,B757,3.82,Turn,2,3,10214,10155,False,ATL
50620,2024-04-19,2024-04-19 15:15,2024-04-19 17:46,ORD,CLE,B737,2.52,Overnight,2,2,10076,10113,False,ORD
50621,2024-06-22,2024-06-22 10:15,2024-06-22 14:15,LAX,SAN,B757,4.02,Multi-day,2,3,10417,10399,False,LAX
50622,2024-06-12,2024-06-12 06:15,2024-06-12 07:56,ORD,DTW,B737,1.69,Turn,2,2,10098,10091,False,ORD
50623,2024-05-09,2024-05-09 07:15,2024-05-09 10:53,ATL,RDU,B737,3.65,Overnight,2,2,10192,10182,False,ATL
50624,2024-02-03,2024-02-03 13:45,2024-02-03 15:34,LAX,LAS,B737,1.82,Overnight,2,2,10407,10364,False,LAX
50625,2024-01-17,2024-01-17 17:00,2024-01-17 19:47,ORD,STL,B737,2.79,Multi-day,2,2,10067,10104,False,ORD
50626,2024-02-01,2024-02-01 15:45,2024-02-01 21:07,DFW,TUL,B737,5.38,Turn,2,2,10281,10299,False,DFW
50627,2024-02-28,2024-02-28 07:15,2024-02-28 10:01,LAX,PHX,B767,2.77,Turn,2,4,10436,10368,False,LAX
50628,2024-06-04,2024-06-04 07:15,2024-06-04 09:51,ORD,MKE,B737,2.61,Overnight,2,2,10008,10066,False,ORD
50629,2024-05-06,2024-05-06 11:15,2024-05-06 16:00,ATL,MSY,B787,4.76,Multi-day,2,4,10154,10153,False,ATL
50630,2024-02-17,2024-02-17 17:15,2024-02-17 22:08,ORD,MSP,A320,4.89,Turn,2,2,10099,10072,False,ORD
50631,2024-02-29,2024-02-29 16:00,2024-02-29 18:09,ORD,CLE,B737,2.15,Turn,2,2,10034,10041,True,ORD
50632,2024-01-22,2024-01-22 15:30,2024-01-22 17:01,LAX,SAN,B737,1.52,Turn,2,2,10432,10426,False,LAX
50633,2024-05-19,2024-05-19 08:30,2024-05-19 09:31,ORD,IND,B757,1.02,Overnight,2,3,10111,10082,False,ORD
50634,2024-01-28,2024-01-28 18:15,2024-01-28 23:29,ORD,CLE,A320,5.25,Multi-day,2,2,10013,10021,False,ORD
50635,2024-05-12,2024-05-12 15:15,2024-05-12 16:39,LAX,SAN,B737,1.4,Overnight,2,2,10356,10386,False,LAX
50636,2024-06-19,2024-06-19 07:45,2024-06-19 12:03,ATL,BNA,B737,4.32,Turn,2,2,10222,10188,False,ATL
50637,2024-03-21,2024-03-21 08:15,2024-03-21 11:40,ATL,MIA,B737,3.42,Turn,2,2,10195,10137,False,ATL
50638,2024-06-04,2024-06-04 08:30,2024-06-04 11:19,DFW,HOU,A320,2.83,Multi-day,2,2,10259,10286,False,DFW
50639,2024-03-06,2024-03-06 10:45,2024-03-06 14:15,ORD,CLE,A321,3.52,Turn,2,3,10002,10089,False,ORD
50640,2024-03-25,2024-03-25 17:15,2024-03-25 19:36,LAX,SAN,B737,2.35,Multi-day,2,2,10352,10440,False,LAX
50641,2024-05-14,2024-05-14 21:30,2024-05-15 02:31,LAX,BUR,B737,5.02,Turn,2,2,10398,10362,False,LAX
50642,2024-05-02,2024-05-02 14:45,2024-05-02 18:29,ATL,RDU,B737,3.75,Multi-day,2,2,10136,10179,False,ATL
50643,2024-02-04,2024-02-04 05:45,2024-02-04 06:54,ORD,IND,A320,1.16,Overnight,2,2,10043,10040,False,ORD
50644,2024-02-26,2024-02-26 19:30,2024-02-26 22:43,LAX,LAS,B737,3.23,Turn,2,2,10436,10399,False,LAX
50645,2024-03-16,2024-03-16 16:00,2024-03-16 20:06,DFW,ELP,A321,4.11,Turn,2,3,10291,10326,False,DFW
50646,2024-04-01,2024-04-01 12:00,2024-04-01 14:23,LAX,SJC,B737,2.4,Multi-day,2,2,10425,10368,False,LAX
50647,2024-02-10,2024-02-10 13:45,2024-02-10 17:42,ATL,CLT,A320,3.95,Turn,2,2,10240,10153,False,ATL
50648,2024-05-09,2024-05-09 14:30,2024-05-09 18:56,ATL,BNA,B767,4.44,Multi-day,2,4,10222,10164,True,ATL
50649,2024-05-07,2024-05-07 06:00,2024-05-07 07:18,ORD,MSP,A321,1.31,Red-eye,2,3,10076,10010,False,ORD
50650,2024-01-12,2024-01-12 07:15,2024-01-12 08:31,ORD,MKE,B737,1.27,Multi-day,2,2,10002,10122,False,ORD
50651,2024-03-28,2024-03-28 10:15,2024-03-28 15:26,ATL,RDU,A320,5.19,Turn,2,2,10235,10200,False,ATL
50652,2024-02-14,2024-02-14 06:30,2024-02-14 08:21,JFK,SYR,B767,1.85,Turn,2,4,10470,10464,False,JFK
50653,2024-01-10,2024-01-10 09:00,2024-01-10 12:19,ATL,MSY,A320,3.33,Multi-day,2,2,10143,10244,False,ATL
50654,2024-01-09,2024-01-09 05:30,2024-01-09 06:41,ORD,DTW,B787,1.18,Turn,2,4,10029,10122,False,ORD
50655,2024-02-23,2024-02-23 13:45,2024-02-23 16:58,ATL,MIA,A320,3.22,Multi-day,2,2,10212,10189,False,ATL
50656,2024-04-14,2024-04-14 16:45,2024-04-14 21:26,DFW,SAT,B787,4.69,Turn,2,4,10287,10280,False,DFW
50657,2024-05-22,2024-05-22 13:15,2024-05-22 14:56,ORD,CMH,A321,1.7,Red-eye,2,3,10033,10118,False,ORD
50658,2024-05-06,2024-05-06 18:30,2024-05-06 19:55,JFK,ALB,B787,1.42,Overnight,2,4,10470,10449,False,JFK
50659,2024-03-11,2024-03-11 15:15,2024-03-11 20:42,ATL,MSY,A321,5.45,Multi-day,2,3,10180,10163,False,ATL
50660,2024-06-16,2024-06-16 07:30,2024-06-16 10:13,ATL,MCO,B737,2.73,Turn,2,2,10222,10182,False,ATL
50661,2024-03-22,2024-03-22 09:45,2024-03-22 14:00,ATL,MSY,B737,4.25,Turn,2,2,10159,10218,True,ATL
50662,2024-04-05,2024-04-05 08:15,2024-04-05 11:19,LAX,PHX,B787,3.08,Red-eye,2,4,10417,10421,False,LAX
50663,2024-06-13,2024-06-13 06:45,2024-06-13 10:13,DFW,AUS,A321,3.47,Overnight,2,3,10310,10316,False,DFW
50664,2024-01-13,2024-01-13 16:15,2024-01-13 17:59,DFW,LBB,A320,1.74,Overnight,2,2,10342,10330,False,DFW
50665,2024-03-31,2024-03-31 11:30,2024-03-31 13:26,LAX,PHX,A320,1.94,Multi-day,2,2,10389,10420,False,LAX
50666,2024-01-07,2024-01-07 12:15,2024-01-07 13:32,DFW,LBB,B737,1.29,Turn,2,2,10272,10263,False,DFW
50667,2024-02-04,2024-02-04 21:00,2024-02-05 00:08,LAX,BUR,B757,3.15,Multi-day,2,3,10428,10373,False,LAX
50668,2024-04-19,2024-04-19 05:45,2024-04-19 09:33,DFW,SAT,A321,3.8,Red-eye,2,3,10304,10303,False,DFW
50669,2024-06-06,2024-06-06 07:30,2024-06-06 09:59,ORD,IND,B767,2.5,Turn,2,4,10084,10030,False,ORD
50670,2024-01-22,2024-01-22 06:30,2024-01-22 11:55,ATL,TPA,B787,5.43,Turn,2,4,10221,10228,False,ATL
50671,2024-02-19,2024-02-19 11:30,2024-02-19 14:29,LAX,SJC,A321,2.99,Overnight,2,3,10389,10399,False,LAX
50672,2024-05-05,2024-05-05 16:15,2024-05-05 19:15,ORD,IND,B757,3.01,Overnight,2,3,10048,10028,False,ORD
50673,2024-05-12,2024-05-12 17:45,2024-05-12 20:36,ATL,MIA,A320,2.86,Red-eye,2,2,10136,10178,False,ATL
50674,2024-06-22,2024-06-22 19:45,2024-06-23 00:02,ATL,RDU,A321,4.29,Multi-day,2,3,10195,10196,False,ATL
50675,2024-01-02,2024-01-02 21:30,2024-01-02 23:36,LAX,SJC,B737,2.12,Overnight,2,2,10398,10437,False,LAX
50676,2024-03-18,2024-03-18 21:00,2024-03-19 00:43,LAX,SMF,A320,3.72,Overnight,2,2,10438,10358,False,LAX
50677,2024-03-08,2024-03-08 18:30,2024-03-08 20:56,LAX,ONT,A321,2.44,Turn,2,3,10363,10413,False,LAX
50678,2024-02-16,2024-02-16 15:30,2024-02-16 17:15,LAX,LAS,B737,1.76,Turn,2,2,10429,10373,False,LAX
50679,2024-01-18,2024-01-18 05:30,2024-01-18 07:05,ORD,DTW,B737,1.59,Multi-day,2,2,10002,10061,False,ORD
50680,2024-03-20,2024-03-20 20:30,2024-03-20 21:47,LAX,PHX,B787,1.3,Multi-day,2,4,10432,10365,True,LAX
